County FIPS,County Name,County Population
19077,"Guthrie County, IA",10722
19079,"Hamilton County, IA",14729
19081,"Hancock County, IA",10615
19083,"Hardin County, IA",16463
19085,"Harrison County, IA",14670
19087,"Henry County, IA",19547
19089,"Howard County, IA",9376
19091,"Humboldt County, IA",9500
19093,"Ida County, IA",6833
19095,"Iowa County, IA",16381
19097,"Jackson County, IA",19342
19099,"Jasper County, IA",37919
19101,"Jefferson County, IA",15440
19103,"Johnson County, IA",157528
19105,"Jones County, IA",20900
19107,"Keokuk County, IA",9914
19109,"Kossuth County, IA",14396
19111,"Lee County, IA",32565
19113,"Linn County, IA",228972
19115,"Louisa County, IA",10513
19117,"Lucas County, IA",8747
19119,"Lyon County, IA",12324
19121,"Madison County, IA",16971
19123,"Mahaska County, IA",21874
19125,"Marion County, IA",33770
19127,"Marshall County, IA",40014
19129,"Mills County, IA",14633
19131,"Mitchell County, IA",10518
19133,"Monona County, IA",8493
19135,"Monroe County, IA",7504
19137,"Montgomery County, IA",10139
19139,"Muscatine County, IA",42218
19141,"O'Brien County, IA",14012
19143,"Osceola County, IA",5978
19145,"Page County, IA",15014
19147,"Palo Alto County, IA",8810
19149,"Plymouth County, IA",25722
19151,"Pocahontas County, IA",6976
19153,"Polk County, IA",505255
19155,"Pottawattamie County, IA",93179
19157,"Poweshiek County, IA",18453
19159,"Ringgold County, IA",4642
19161,"Sac County, IA",9686
19163,"Scott County, IA",174270
19165,"Shelby County, IA",11806
19167,"Sioux County, IA",36246
19169,"Story County, IA",98566
19171,"Tama County, IA",16833
19173,"Taylor County, IA",5924
19175,"Union County, IA",11906
19177,"Van Buren County, IA",7266
19179,"Wapello County, IA",35166
19181,"Warren County, IA",55205
19183,"Washington County, IA",22560
19185,"Wayne County, IA",6557
19187,"Webster County, IA",36485
19189,"Winnebago County, IA",10571
19191,"Winneshiek County, IA",19815
19193,"Woodbury County, IA",105951
19195,"Worth County, IA",7297
19197,"Wright County, IA",12656
20000,"Kansas, KS",2940546
20001,"Allen County, KS",12412
20003,"Anderson County, KS",7838
20005,"Atchison County, KS",16016
20007,"Barber County, KS",4071
20009,"Barton County, KS",24899
20011,"Bourbon County, KS",14408
20013,"Brown County, KS",9250
20015,"Butler County, KS",68632
20017,"Chase County, KS",2579
20019,"Chautauqua County, KS",3347
20021,"Cherokee County, KS",19054
20023,"Cheyenne County, KS",2636
20025,"Clark County, KS",1847
20027,"Clay County, KS",8007
20029,"Cloud County, KS",8854
20031,"Coffey County, KS",8251
20033,"Comanche County, KS",1655
20035,"Cowley County, KS",34157
20037,"Crawford County, KS",38764
20039,"Decatur County, KS",2712
20041,"Dickinson County, KS",18445
20043,"Doniphan County, KS",7493
20045,"Douglas County, KS",120553
20047,"Edwards County, KS",2733
20049,"Elk County, KS",2467
20051,"Ellis County, KS",28810
20053,"Ellsworth County, KS",6357
20055,"Finney County, KS",37466
20057,"Ford County, KS",33980
20059,"Franklin County, KS",26125
20061,"Geary County, KS",35047
20063,"Gove County, KS",2735
20065,"Graham County, KS",2376
20067,"Grant County, KS",7147
20069,"Gray County, KS",5743
20071,"Greeley County, KS",1181
20073,"Greenwood County, KS",5870
20075,"Hamilton County, KS",2437
20077,"Harper County, KS",5435
20079,"Harvey County, KS",33504
20081,"Haskell County, KS",3630
20083,"Hodgeman County, KS",1655
20085,"Jackson County, KS",13368
20087,"Jefferson County, KS",18327
20089,"Jewell County, KS",2847
20091,"Johnson County, KS",622237
20093,"Kearny County, KS",3823
20095,"Kingman County, KS",7066
20097,"Kiowa County, KS",2374
20099,"Labette County, KS",19728
20101,"Lane County, KS",1529
20103,"Leavenworth County, KS",83518
20105,"Lincoln County, KS",2920
20107,"Linn County, KS",9860
20109,"Logan County, KS",2665
20111,"Lyon County, KS",32172
20113,"McPherson County, KS",30091
20115,"Marion County, KS",11690
20117,"Marshall County, KS",9933
20119,"Meade County, KS",3911
20121,"Miami County, KS",35320
20123,"Mitchell County, KS",5719
20125,"Montgomery County, KS",30568
20127,"Morris County, KS",5334
20129,"Morton County, KS",2580
20131,"Nemaha County, KS",10114
20133,"Neosho County, KS",15420
20135,"Ness County, KS",2618
20137,"Norton County, KS",5330
20139,"Osage County, KS",15824
20141,"Osborne County, KS",3427
20143,"Ottawa County, KS",5818
20145,"Pawnee County, KS",6126
20147,"Phillips County, KS",4761
20149,"Pottawatomie County, KS",26382
20151,"Pratt County, KS",9082
20153,"Rawlins County, KS",2463
20155,"Reno County, KS",61497
20157,"Republic County, KS",4627
20159,"Rice County, KS",9260
20161,"Riley County, KS",71402
20163,"Rooks County, KS",4778
20165,"Rush County, KS",2830
20167,"Russell County, KS",6723
20169,"Saline County, KS",53098
20171,"Scott County, KS",4922
20173,"Sedgwick County, KS",528469
20175,"Seward County, KS",21067
20177,"Shawnee County, KS",177746
20179,"Sheridan County, KS",2423
20181,"Sherman County, KS",5844
20183,"Smith County, KS",3590
20185,"Stafford County, KS",3909
20187,"Stanton County, KS",1901
20189,"Stevens County, KS",5077
20191,"Sumner County, KS",22334
20193,"Thomas County, KS",7865
20195,"Trego County, KS",2731
20197,"Wabaunsee County, KS",7057
20199,"Wallace County, KS",1509
20201,"Washington County, KS",5504
20203,"Wichita County, KS",2082
20205,"Wilson County, KS",8382
20207,"Woodson County, KS",3115
20209,"Wyandotte County, KS",165281
21000,"Kentucky, KY",4526154
21001,"Adair County, KY",19264
21003,"Allen County, KY",21788
21005,"Anderson County, KY",24613
21007,"Ballard County, KY",7582
21009,"Barren County, KY",45008
21011,"Bath County, KY",12975
21013,"Bell County, KY",23317
21015,"Boone County, KY",140496
21017,"Bourbon County, KY",20134
21019,"Boyd County, KY",47826
21021,"Boyle County, KY",30988
21023,"Bracken County, KY",8426
21025,"Breathitt County, KY",12953
21027,"Breckinridge County, KY",21124
21029,"Bullitt County, KY",84863
21031,"Butler County, KY",12375
21033,"Caldwell County, KY",12551
21035,"Calloway County, KY",38280
21037,"Campbell County, KY",93702
21039,"Carlisle County, KY",4704
21041,"Carroll County, KY",10987
21043,"Carter County, KY",26366
21045,"Casey County, KY",15918
21047,"Christian County, KY",72032
21049,"Clark County, KY",37304
21051,"Clay County, KY",19648
21053,"Clinton County, KY",9148
21055,"Crittenden County, KY",8974
21057,"Cumberland County, KY",6000
21059,"Daviess County, KY",103458
21061,"Edmonson County, KY",12448
21063,"Elliott County, KY",7245
21065,"Estill County, KY",13936
21067,"Fayette County, KY",320154
21069,"Fleming County, KY",15442
21071,"Floyd County, KY",34423
21073,"Franklin County, KY",51644
21075,"Fulton County, KY",6338
21077,"Gallatin County, KY",8792
21079,"Garrard County, KY",17829
21081,"Grant County, KY",25619
21083,"Graves County, KY",36461
21085,"Grayson County, KY",26825
21087,"Green County, KY",11468
21089,"Greenup County, KY",35221
21091,"Hancock County, KY",8920
21093,"Hardin County, KY",112273
21095,"Harlan County, KY",25324
21097,"Harrison County, KY",19415
21099,"Hart County, KY",19724
21101,"Henderson County, KY",44119
21103,"Henry County, KY",15973
21105,"Hickman County, KY",4447
21107,"Hopkins County, KY",44929
21109,"Jackson County, KY",13104
21111,"Jefferson County, KY",772144
21113,"Jessamine County, KY",55017
21115,"Johnson County, KY",22116
21117,"Kenton County, KY",171321
21119,"Knott County, KY",13659
21121,"Knox County, KY",29794
21123,"Larue County, KY",15303
21125,"Laurel County, KY",63296
21127,"Lawrence County, KY",16000
21129,"Lee County, KY",7293
21131,"Leslie County, KY",9864
21133,"Letcher County, KY",20423
21135,"Lewis County, KY",12973
21137,"Lincoln County, KY",24776
21139,"Livingston County, KY",8892
21141,"Logan County, KY",28283
21143,"Lyon County, KY",9187
21145,"McCracken County, KY",67428
21147,"McCreary County, KY",17050
21149,"McLean County, KY",9054
21151,"Madison County, KY",96735
21153,"Magoffin County, KY",11228
21155,"Marion County, KY",19834
21157,"Marshall County, KY",31744
21159,"Martin County, KY",10928
21161,"Mason County, KY",16841
21163,"Meade County, KY",30131
21165,"Menifee County, KY",6286
21167,"Mercer County, KY",23097
21169,"Metcalfe County, KY",10482
21171,"Monroe County, KY",11306
21173,"Montgomery County, KY",28527
21175,"Morgan County, KY",14283
21177,"Muhlenberg County, KY",30568
21179,"Nelson County, KY",47730
21181,"Nicholas County, KY",7686
21183,"Ohio County, KY",23626
21185,"Oldham County, KY",70183
21187,"Owen County, KY",11313
21189,"Owsley County, KY",4001
21191,"Pendleton County, KY",14810
21193,"Perry County, KY",27133
21195,"Pike County, KY",55973
21197,"Powell County, KY",12972
21199,"Pulaski County, KY",66191
21201,"Robertson County, KY",2313
21203,"Rockcastle County, KY",16190
21205,"Rowan County, KY",24409
21207,"Russell County, KY",18279
21209,"Scott County, KY",60168
21211,"Shelby County, KY",49515
21213,"Simpson County, KY",20195
21215,"Spencer County, KY",20531
21217,"Taylor County, KY",26443
21219,"Todd County, KY",12494
21221,"Trigg County, KY",14369
21223,"Trimble County, KY",8607
21225,"Union County, KY",13106
21227,"Warren County, KY",142229
21229,"Washington County, KY",12267
21231,"Wayne County, KY",19580
21233,"Webster County, KY",12726
21235,"Whitley County, KY",36825
21237,"Wolfe County, KY",6282
21239,"Woodford County, KY",27268
22000,"Louisiana, LA",4573749
22001,"Acadia Parish, LA",56489
22003,"Allen Parish, LA",22112
22005,"Ascension Parish, LA",131632
22007,"Assumption Parish, LA",20160
22009,"Avoyelles Parish, LA",38408
22011,"Beauregard Parish, LA",36827
22013,"Bienville Parish, LA",12366
22015,"Bossier Parish, LA",129795
22017,"Caddo Parish, LA",226386
22019,"Calcasieu Parish, LA",203761
22021,"Caldwell Parish, LA",9389
22023,"Cameron Parish, LA",4768
22025,"Catahoula Parish, LA",8414
22027,"Claiborne Parish, LA",13670
22029,"Concordia Parish, LA",17688
22031,"De Soto Parish, LA",27114
22033,"East Baton Rouge Parish, LA",448467
22035,"East Carroll Parish, LA",6829
22037,"East Feliciana Parish, LA",19229
22039,"Evangeline Parish, LA",31754
22041,"Franklin Parish, LA",19285
22043,"Grant Parish, LA",21911
22045,"Iberia Parish, LA",67659
22047,"Iberville Parish, LA",29617
22049,"Jackson Parish, LA",14746
22051,"Jefferson Parish, LA",421777
22053,"Jefferson Davis Parish, LA",31553
22055,"Lafayette Parish, LA",249750
22057,"Lafourche Parish, LA",95056
22059,"LaSalle Parish, LA",14800
22061,"Lincoln Parish, LA",47962
22063,"Livingston Parish, LA",150145
22065,"Madison Parish, LA",9246
22067,"Morehouse Parish, LA",23955
22069,"Natchitoches Parish, LA",36291
22071,"Orleans Parish, LA",364136
22073,"Ouachita Parish, LA",157568
22075,"Plaquemines Parish, LA",22386
22077,"Pointe Coupee Parish, LA",20000
22079,"Rapides Parish, LA",126260
22081,"Red River Parish, LA",7356
22083,"Richland Parish, LA",19712
22085,"Sabine Parish, LA",21906
22087,"St. Bernard Parish, LA",44463
22089,"St. Charles Parish, LA",50620
22091,"St. Helena Parish, LA",10774
22093,"St. James Parish, LA",19191
22095,"St. John the Baptist Parish, LA",39592
22097,"St. Landry Parish, LA",81464
22099,"St. Martin Parish, LA",51057
22101,"St. Mary Parish, LA",47055
22103,"St. Tammany Parish, LA",275583
22105,"Tangipahoa Parish, LA",138064
22107,"Tensas Parish, LA",3764
22109,"Terrebonne Parish, LA",103616
22111,"Union Parish, LA",20650
22113,"Vermilion Parish, LA",56992
22115,"Vernon Parish, LA",46250
22117,"Washington Parish, LA",44865
22119,"Webster Parish, LA",35238
22121,"West Baton Rouge Parish, LA",28266
22123,"West Carroll Parish, LA",9323
22125,"West Feliciana Parish, LA",15371
22127,"Winn Parish, LA",13216
23000,"Maine, ME",1395722
23001,"Androscoggin County, ME",113765
23003,"Aroostook County, ME",67351
23005,"Cumberland County, ME",310230
23007,"Franklin County, ME",30828
23009,"Hancock County, ME",56526
23011,"Kennebec County, ME",127259
23013,"Knox County, ME",40977
23015,"Lincoln County, ME",36507
23017,"Oxford County, ME",59905
23019,"Penobscot County, ME",155312
23021,"Piscataquis County, ME",17486
23023,"Sagadahoc County, ME",37513
23025,"Somerset County, ME",51302
23027,"Waldo County, ME",40620
23029,"Washington County, ME",31555
23031,"York County, ME",218586
24000,"Maryland, MD",6180253
24001,"Allegany County, MD",67273
24003,"Anne Arundel County, MD",594582
24005,"Baltimore County, MD",844703
24009,"Calvert County, MD",94728
24011,"Caroline County, MD",33593
24013,"Carroll County, MD",176639
24015,"Cecil County, MD",105672
24017,"Charles County, MD",171973
24019,"Dorchester County, MD",32879
24021,"Frederick County, MD",293391
24023,"Garrett County, MD",28423
24025,"Harford County, MD",264644
24027,"Howard County, MD",336001
24029,"Kent County, MD",19303
24031,"Montgomery County, MD",1058474
24033,"Prince George's County, MD",947430
24035,"Queen Anne's County, MD",52508
24037,"St. Mary's County, MD",115281
24039,"Somerset County, MD",24910
24041,"Talbot County, MD",37823
24043,"Washington County, MD",155813
24045,"Wicomico County, MD",104800
24047,"Worcester County, MD",54171
24510,"Baltimore city, MD",565239
25000,"Massachusetts, MA",7001399
25001,"Barnstable County, MA",231735
25003,"Berkshire County, MA",126818
25005,"Bristol County, MA",581841
25007,"Dukes County, MA",20819
25009,"Essex County, MA",810089
25011,"Franklin County, MA",70836
25013,"Hampden County, MA",460291
25015,"Hampshire County, MA",162502
25017,"Middlesex County, MA",1623952
25019,"Nantucket County, MA",14444
25021,"Norfolk County, MA",727473
25023,"Plymouth County, MA",535308
25025,"Suffolk County, MA",768425
25027,"Worcester County, MA",866866
26000,"Michigan, MI",10037261
26001,"Alcona County, MI",10489
26003,"Alger County, MI",8757
26005,"Allegan County, MI",121939
26007,"Alpena County, MI",28904
26009,"Antrim County, MI",24409
26011,"Arenac County, MI",15145
26013,"Baraga County, MI",8310
26015,"Barry County, MI",63808
26017,"Bay County, MI",102500
26019,"Benzie County, MI",18441
26021,"Berrien County, MI",152261
26023,"Branch County, MI",45215
26025,"Calhoun County, MI",133366
26027,"Cass County, MI",51642
26029,"Charlevoix County, MI",26159
26031,"Cheboygan County, MI",26048
26033,"Chippewa County, MI",36264
26035,"Clare County, MI",31316
26037,"Clinton County, MI",79720
26039,"Crawford County, MI",13538
26041,"Delta County, MI",36790
26043,"Dickinson County, MI",25982
26045,"Eaton County, MI",108820
26047,"Emmet County, MI",34123
26049,"Genesee County, MI",401522
26051,"Gladwin County, MI",25853
26053,"Gogebic County, MI",14224
26055,"Grand Traverse County, MI",96421
26057,"Gratiot County, MI",41368
26059,"Hillsdale County, MI",45587
26061,"Houghton County, MI",37599
26063,"Huron County, MI",30927
26065,"Ingham County, MI",284637
26067,"Ionia County, MI",66262
26069,"Iosco County, MI",25373
26071,"Iron County, MI",11740
26073,"Isabella County, MI",64118
26075,"Jackson County, MI",159424
26077,"Kalamazoo County, MI",262215
26079,"Kalkaska County, MI",18490
26081,"Kent County, MI",661354
26083,"Keweenaw County, MI",2172
26085,"Lake County, MI",12734
26087,"Lapeer County, MI",88977
26089,"Leelanau County, MI",23019
26091,"Lenawee County, MI",97520
26093,"Livingston County, MI",196757
26095,"Luce County, MI",6435
26097,"Mackinac County, MI",10851
26099,"Macomb County, MI",875101
26101,"Manistee County, MI",25562
26103,"Marquette County, MI",66999
26105,"Mason County, MI",29159
26107,"Mecosta County, MI",41099
26109,"Menominee County, MI",22945
26111,"Midland County, MI",84039
26113,"Missaukee County, MI",15311
26115,"Monroe County, MI",155045
26117,"Montcalm County, MI",68154
26119,"Montmorency County, MI",9678
26121,"Muskegon County, MI",176564
26123,"Newaygo County, MI",51108
26125,"Oakland County, MI",1270426
26127,"Oceana County, MI",26981
26129,"Ogemaw County, MI",20990
26131,"Ontonagon County, MI",5906
26133,"Osceola County, MI",23330
26135,"Oscoda County, MI",8545
26137,"Otsego County, MI",25747
26139,"Ottawa County, MI",303372
26141,"Presque Isle County, MI",13285
26143,"Roscommon County, MI",23863
26145,"Saginaw County, MI",187782
26147,"St. Clair County, MI",159874
26149,"St. Joseph County, MI",60878
26151,"Sanilac County, MI",40368
26153,"Schoolcraft County, MI",8149
26155,"Shiawassee County, MI",68025
26157,"Tuscola County, MI",52826
26159,"Van Buren County, MI",75798
26161,"Washtenaw County, MI",365536
26163,"Wayne County, MI",1751169
26165,"Wexford County, MI",34122
27000,"Minnesota, MN",5737915
27001,"Aitkin County, MN",16102
27003,"Anoka County, MN",372441
27005,"Becker County, MN",35283
27007,"Beltrami County, MN",46718
27009,"Benton County, MN",41600
27011,"Big Stone County, MN",5105
27013,"Blue Earth County, MN",70006
27015,"Brown County, MN",25628
27017,"Carlton County, MN",36825
27019,"Carver County, MN",111057
27021,"Cass County, MN",31446
27023,"Chippewa County, MN",12172
27025,"Chisago County, MN",58535
27027,"Clay County, MN",66258
27029,"Clearwater County, MN",8644
27031,"Cook County, MN",5639
27033,"Cottonwood County, MN",11319
27035,"Crow Wing County, MN",68304
27037,"Dakota County, MN",447440
27039,"Dodge County, MN",21088
27041,"Douglas County, MN",39953
27043,"Faribault County, MN",13873
27045,"Fillmore County, MN",21522
27047,"Freeborn County, MN",30515
27049,"Goodhue County, MN",48035
27051,"Grant County, MN",6139
27053,"Hennepin County, MN",1258713
27055,"Houston County, MN",18582
27057,"Hubbard County, MN",22132
27059,"Isanti County, MN",43182
27061,"Itasca County, MN",45365
27063,"Jackson County, MN",9919
27065,"Kanabec County, MN",16602
27067,"Kandiyohi County, MN",43813
27069,"Kittson County, MN",4060
27071,"Koochiching County, MN",11751
27073,"Lac qui Parle County, MN",6630
27075,"Lake County, MN",10855
27077,"Lake of the Woods County, MN",3778
27079,"Le Sueur County, MN",29255
27081,"Lincoln County, MN",5521
27083,"Lyon County, MN",25427
27085,"McLeod County, MN",36785
27087,"Mahnomen County, MN",5280
27089,"Marshall County, MN",8810
27091,"Martin County, MN",19657
27093,"Meeker County, MN",23490
27095,"Mille Lacs County, MN",27427
27097,"Morrison County, MN",34250
27099,"Mower County, MN",40058
27101,"Murray County, MN",8049
27103,"Nicollet County, MN",34242
27105,"Nobles County, MN",21727
27107,"Norman County, MN",6329
27109,"Olmsted County, MN",164784
27111,"Otter Tail County, MN",60626
27113,"Pennington County, MN",13714
27115,"Pine County, MN",30197
27117,"Pipestone County, MN",9245
27119,"Polk County, MN",30412
27121,"Pope County, MN",11400
27123,"Ramsey County, MN",536075
27125,"Red Lake County, MN",3911
27127,"Redwood County, MN",15288
27129,"Renville County, MN",14348
27131,"Rice County, MN",67948
27133,"Rock County, MN",9551
27135,"Roseau County, MN",15252
27137,"St. Louis County, MN",200514
27139,"Scott County, MN",155814
27141,"Sherburne County, MN",102206
27143,"Sibley County, MN",15084
27145,"Stearns County, MN",160977
27147,"Steele County, MN",37421
27149,"Stevens County, MN",9728
27151,"Swift County, MN",9719
27153,"Todd County, MN",25667
27155,"Traverse County, MN",3136
27157,"Wabasha County, MN",21683
27159,"Wadena County, MN",14241
27161,"Waseca County, MN",18981
27163,"Washington County, MN",278936
27165,"Watonwan County, MN",11077
27167,"Wilkin County, MN",6306
27169,"Winona County, MN",49721
27171,"Wright County, MN",151150
27173,"Yellow Medicine County, MN",9467
28000,"Mississippi, MS",2939690
28001,"Adams County, MS",28746
28003,"Alcorn County, MS",34135
28005,"Amite County, MS",12442
28007,"Attala County, MS",17359
28009,"Benton County, MS",7438
28011,"Bolivar County, MS",28968
28013,"Calhoun County, MS",12685
28015,"Carroll County, MS",9535
28017,"Chickasaw County, MS",16866
28019,"Choctaw County, MS",8088
28021,"Claiborne County, MS",8617
28023,"Clarke County, MS",15228
28025,"Clay County, MS",18206
28027,"Coahoma County, MS",20077
28029,"Copiah County, MS",27664
28031,"Covington County, MS",18059
28033,"DeSoto County, MS",193247
28035,"Forrest County, MS",78208
28037,"Franklin County, MS",7610
28039,"George County, MS",25619
28041,"Greene County, MS",13601
28043,"Grenada County, MS",21065
28045,"Hancock County, MS",46159
28047,"Harrison County, MS",210612
28049,"Hinds County, MS",214870
28051,"Holmes County, MS",15777
28053,"Humphreys County, MS",7216
28055,"Issaquena County, MS",1256
28057,"Itawamba County, MS",24093
28059,"Jackson County, MS",146389
28061,"Jasper County, MS",16013
28063,"Jefferson County, MS",6941
28065,"Jefferson Davis County, MS",10969
28067,"Jones County, MS",66250
28069,"Kemper County, MS",8584
28071,"Lafayette County, MS",58467
28073,"Lamar County, MS",66217
28075,"Lauderdale County, MS",70527
28077,"Lawrence County, MS",11741
28079,"Leake County, MS",21258
28081,"Lee County, MS",82799
28083,"Leflore County, MS",26378
28085,"Lincoln County, MS",34702
28087,"Lowndes County, MS",57283
28089,"Madison County, MS",112511
28091,"Marion County, MS",24224
28093,"Marshall County, MS",34123
28095,"Monroe County, MS",33609
28097,"Montgomery County, MS",9600
28099,"Neshoba County, MS",28789
28101,"Newton County, MS",21019
28103,"Noxubee County, MS",9914
28105,"Oktibbeha County, MS",51203
28107,"Panola County, MS",32669
28109,"Pearl River County, MS",57978
28111,"Perry County, MS",11315
28113,"Pike County, MS",39394
28115,"Pontotoc County, MS",31535
28117,"Prentiss County, MS",25135
28119,"Quitman County, MS",5546
28121,"Rankin County, MS",160417
28123,"Scott County, MS",27507
28125,"Sharkey County, MS",3336
28127,"Simpson County, MS",25715
28129,"Smith County, MS",14099
28131,"Stone County, MS",18756
28133,"Sunflower County, MS",24468
28135,"Tallahatchie County, MS",11837
28137,"Tate County, MS",28261
28139,"Tippah County, MS",21287
28141,"Tishomingo County, MS",18507
28143,"Tunica County, MS",9234
28145,"Union County, MS",28284
28147,"Walthall County, MS",13863
28149,"Warren County, MS",42298
28151,"Washington County, MS",41946
28153,"Wayne County, MS",19703
28155,"Webster County, MS",9988
28157,"Wilkinson County, MS",8058
28159,"Winston County, MS",17416
28161,"Yalobusha County, MS",12386
28163,"Yazoo County, MS",25796
29000,"Missouri, MO",6196156
29001,"Adair County, MO",25122
29003,"Andrew County, MO",18127
29005,"Atchison County, MO",5107
29007,"Audrain County, MO",24394
29009,"Barry County, MO",35265
29011,"Barton County, MO",11731
29013,"Bates County, MO",16242
29015,"Benton County, MO",20552
29017,"Bollinger County, MO",10544
29019,"Boone County, MO",189463
29021,"Buchanan County, MO",82956
29023,"Butler County, MO",41948
29025,"Caldwell County, MO",8955
29027,"Callaway County, MO",44731
29029,"Camden County, MO",44044
29031,"Cape Girardeau County, MO",82984
29033,"Carroll County, MO",8391
29035,"Carter County, MO",5303
29037,"Cass County, MO",111732
29039,"Cedar County, MO",14672
29041,"Chariton County, MO",7399
29043,"Christian County, MO",94422
29045,"Clark County, MO",6641
29047,"Clay County, MO",259772
29049,"Clinton County, MO",21548
29051,"Cole County, MO",77278
29053,"Cooper County, MO",16947
29055,"Crawford County, MO",22719
29057,"Dade County, MO",7716
29059,"Dallas County, MO",17768
29061,"Daviess County, MO",8551
29063,"DeKalb County, MO",9899
29065,"Dent County, MO",14647
29067,"Douglas County, MO",12228
29069,"Dunklin County, MO",27032
29071,"Franklin County, MO",106404
29073,"Gasconade County, MO",14705
29075,"Gentry County, MO",6287
29077,"Greene County, MO",304611
29079,"Grundy County, MO",9815
29081,"Harrison County, MO",8220
29083,"Henry County, MO",22485
29085,"Hickory County, MO",8718
29087,"Holt County, MO",4248
29089,"Howard County, MO",10101
29091,"Howell County, MO",40735
29093,"Iron County, MO",9440
29095,"Jackson County, MO",718560
29097,"Jasper County, MO",125056
29099,"Jefferson County, MO",231230
29101,"Johnson County, MO",54962
29103,"Knox County, MO",3723
29105,"Laclede County, MO",36680
29107,"Lafayette County, MO",33196
29109,"Lawrence County, MO",38872
29111,"Lewis County, MO",9818
29113,"Lincoln County, MO",64699
29115,"Linn County, MO",11791
29117,"Livingston County, MO",14557
29119,"McDonald County, MO",23903
29121,"Macon County, MO",15161
29123,"Madison County, MO",12698
29125,"Maries County, MO",8430
29127,"Marion County, MO",28336
29129,"Mercer County, MO",3469
29131,"Miller County, MO",25590
29133,"Mississippi County, MO",11822
29135,"Moniteau County, MO",15256
29137,"Monroe County, MO",8698
29139,"Montgomery County, MO",11459
29141,"Morgan County, MO",21970
29143,"New Madrid County, MO",15424
29145,"Newton County, MO",60677
29147,"Nodaway County, MO",20695
29149,"Oregon County, MO",8720
29151,"Osage County, MO",13468
29153,"Ozark County, MO",8970
29155,"Pemiscot County, MO",14613
29157,"Perry County, MO",18950
29159,"Pettis County, MO",43530
29161,"Phelps County, MO",45284
29163,"Pike County, MO",17935
29165,"Platte County, MO",111940
29167,"Polk County, MO",32780
29169,"Pulaski County, MO",53812
29171,"Putnam County, MO",4638
29173,"Ralls County, MO",10489
29175,"Randolph County, MO",24109
29177,"Ray County, MO",23182
29179,"Reynolds County, MO",5950
29181,"Ripley County, MO",10806
29183,"St. Charles County, MO",416659
29185,"St. Clair County, MO",9752
29186,"Ste. Genevieve County, MO",18642
29187,"St. Francois County, MO",67058
29189,"St. Louis County, MO",987059
29195,"Saline County, MO",23049
29197,"Schuyler County, MO",4053
29199,"Scotland County, MO",4676
29201,"Scott County, MO",37889
29203,"Shannon County, MO",7238
29205,"Shelby County, MO",5931
29207,"Stoddard County, MO",28397
29209,"Stone County, MO",32658
29211,"Sullivan County, MO",5797
29213,"Taney County, MO",56775
29215,"Texas County, MO",25619
29217,"Vernon County, MO",19710
29219,"Warren County, MO",37806
29221,"Washington County, MO",23534
29223,"Wayne County, MO",10811
29225,"Webster County, MO",41472
29227,"Worth County, MO",1907
29229,"Wright County, MO",19403
29510,"St. Louis city, MO",281754
30000,"Montana, MT",1132812
30001,"Beaverhead County, MT",9885
30003,"Big Horn County, MT",12751
30005,"Blaine County, MT",6899
30007,"Broadwater County, MT",8032
30009,"Carbon County, MT",11419
30011,"Carter County, MT",1418
30013,"Cascade County, MT",84900
30015,"Chouteau County, MT",5847
30017,"Custer County, MT",11985
30019,"Daniels County, MT",1633
30021,"Dawson County, MT",8810
30023,"Deer Lodge County, MT",9673
30025,"Fallon County, MT",2994
30027,"Fergus County, MT",11772
30029,"Flathead County, MT",113679
30031,"Gallatin County, MT",126409
30033,"Garfield County, MT",1211
30035,"Glacier County, MT",13609
30037,"Golden Valley County, MT",835
30039,"Granite County, MT",3595
30041,"Hill County, MT",16276
30043,"Jefferson County, MT",13048
30045,"Judith Basin County, MT",2093
30047,"Lake County, MT",33338
30049,"Lewis and Clark County, MT",75011
30051,"Liberty County, MT",1974
30053,"Lincoln County, MT",21895
30055,"McCone County, MT",1676
30057,"Madison County, MT",9521
30059,"Meagher County, MT",2071
30061,"Mineral County, MT",5090
30063,"Missoula County, MT",121849
30065,"Musselshell County, MT",5308
30067,"Park County, MT",17903
30069,"Petroleum County, MT",554
30071,"Phillips County, MT",4249
30073,"Pondera County, MT",6125
30075,"Powder River County, MT",1743
30077,"Powell County, MT",7133
30079,"Prairie County, MT",1112
30081,"Ravalli County, MT",47738
30083,"Richland County, MT",11173
30085,"Roosevelt County, MT",10319
30087,"Rosebud County, MT",8160
30089,"Sanders County, MT",13684
30091,"Sheridan County, MT",3498
30093,"Silver Bow County, MT",36360
30095,"Stillwater County, MT",9173
30097,"Sweet Grass County, MT",3763
30099,"Teton County, MT",6430
30101,"Toole County, MT",5133
30103,"Treasure County, MT",772
30105,"Valley County, MT",7474
30107,"Wheatland County, MT",2057
30109,"Wibaux County, MT",910
30111,"Yellowstone County, MT",170843
31000,"Nebraska, NE",1978379
31001,"Adams County, NE",30899
31003,"Antelope County, NE",6302
31005,"Arthur County, NE",412
31007,"Banner County, NE",674
31009,"Blaine County, NE",436
31011,"Boone County, NE",5310
31013,"Box Butte County, NE",10692
31015,"Boyd County, NE",1725
31017,"Brown County, NE",2853
31019,"Buffalo County, NE",50697
31021,"Burt County, NE",6727
31023,"Butler County, NE",8459
31025,"Cass County, NE",27446
31027,"Cedar County, NE",8262
31029,"Chase County, NE",3724
31031,"Cherry County, NE",5492
31033,"Cheyenne County, NE",9541
